qid,set,kind,field,question,gold_answer,arm,model_answer,correct,route,latency_ms,cost_usd
lo0008,single,lookup,total,How much was the receipt from MEI LET RESTAURANT on 12 January 2017?,59.35,D · agent,59.35,True,,1232,0.003452
lo0009,single,lookup,total,How much was the receipt from RESTORAN WAN SHENG on 05 May 2018?,7.60,D · agent,7.60,True,,1136,0.003464
lo0010,single,lookup,total,How much was the receipt from AEON CO. (M) BHD on 11 May 2018?,458.55,D · agent,458.55,True,,1165,0.003468
lo0011,single,lookup,total,How much was the receipt from YHM MID VALLEY on 15 December 2017?,21.60,D · agent,21.60,True,,1149,0.003452
lo0012,single,lookup,address,What is the address on the GUARDIAN HEALTH AND BEAUTY SDN BHD receipt from 09 March 2018?,"G31 & G32, GRD FLR, IOI MALL BANDAR PUCHONG JAYA",D · agent,"631 & 632, Grd Flr, 101 Mall Bandar Puchong Jaya",False,,1702,0.003692
lo0013,single,lookup,total,How much was the receipt from MR. D. I. Y. (KUCHAI) SDN BHD on 19 March 2018?,11.90,D · agent,11.90,True,,1389,0.00356
lo0014,single,lookup,total,How much was the receipt from TED HENG STATIONERY & BOOKS on 27 January 2018?,27.35,D · agent,NOT_FOUND,False,,1200,0.003388
lo0015,single,lookup,total,How much was the receipt from YIN MA (M) SDN.BHD. on 19 July 2016?,14.50,D · agent,14.50,True,,1196,0.003452
lo0016,single,lookup,address,What is the address on the UNIHAKKA INTERNATIONAL SDN BHD receipt from 21 May 2018?,"2, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",D · agent,"2, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru,Johor",True,,1884,0.003752
lo0017,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 12 September 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",D · agent,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,,1942,0.003688
lo0018,single,lookup,address,What is the address on the KOH SENG HARDWARE receipt from 04 December 2017?,"NO. 939, BATU LIMA, JALAN IPOH, 51200 KUALA LUMPUR.",D · agent,"NO. 939, BATU LIMA, JALAN IPOH, 51200 KUALA LUMPUR.",True,,1825,0.003596
lo0019,single,lookup,date,When was the BENS INDEPENDENT GROCER SDN. BHD receipt for 133.70 issued?,09/03/2018,D · agent,NOT_FOUND,False,,1135,0.003372
lo0020,single,lookup,total,How much was the receipt from KEDA PAPAN YEW CHJAN on 08 March 2018?,312.70,D · agent,NOT_FOUND,False,,1182,0.00334
lo0021,single,lookup,total,How much was the receipt from MR. D.I.Y. (KUCHAI) SDN BHD on 11 January 2016?,7.00,D · agent,7.00,True,,1343,0.003756
lo0022,single,lookup,date,When was the DREAM ARTS receipt for 15.00 issued?,29/03/2018,D · agent,2018-03-29,True,,1034,0.003372
lo0023,single,lookup,date,When was the SWC ENTERPRISE SDN BHD receipt for 4.00 issued?,06/03/2018,D · agent,2018-03-06,True,,1125,0.003468
lo0024,single,lookup,date,When was the SUPER TERMINAL SDN BHD receipt for 132.50 issued?,20/01/2018,D · agent,2018-01-20,True,,1543,0.003452
lo0025,single,lookup,date,When was the SYARIKAT PERNIAGAAN GIN KEE receipt for 11.13 issued?,15/01/2018,D · agent,2018-01-15,True,,1284,0.003476
lo0026,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 16 October 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",D · agent,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,,1845,0.003684
lo0027,single,lookup,total,How much was the receipt from SYARIKAT PERNIAGAAN GIN KEE on 30 December 2017?,89.04,D · agent,89.04,True,,1264,0.003504
lo0028,single,lookup,address,What is the address on the BHPETROL PERMAS JAYA 2 receipt from 08 May 2018?,"LOT PTD 101051 JALAN PERMAS 10/10 81750 MASAI, JOHOR",D · agent,"LOT PTD 101051 Jalan Permas 10/10 81750 Masai, Johor",True,,1752,0.003616
lo0029,single,lookup,total,How much was the receipt from B & BEST RESTAURANT on 19 April 2017?,14.85,D · agent,14.85,True,,1133,0.00344
lo0030,single,lookup,date,When was the UNIHAKKA INTERNATIONAL SDN BHD receipt for 8.90 issued?,14/04/2018,D · agent,2018-04-14,True,,1177,0.003512
lo0031,single,lookup,total,How much was the receipt from KEDAI BUKU NEW ACHEIVERS on 15 September 2017?,48.00,D · agent,48.00,True,,1241,0.003532
lo0032,single,lookup,total,How much was the receipt from HENG KEE DELIGHTS BAK KUT TEH. on 04 January 2018?,42.00,D · agent,42.00,True,,1378,0.003532
lo0033,single,lookup,address,What is the address on the 99 SPEED MART S/B receipt from 26 March 2018?,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1330 JLN KENANGA",D · agent,"LOT P.T. 2811, JALAN ANESA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1330 JLN KENANGA",False,,2066,0.0037
lo0034,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 06 April 2018?,7.60,D · agent,7.60,True,,1237,0.00354
lo0035,single,lookup,date,When was the GERBANG ALAF RESTAURANTS SDN BHD receipt for 19.00 issued?,30/05/2018,D · agent,2018-05-30,True,,1336,0.00354
lo0036,single,lookup,total,How much was the receipt from AEON CO. (M) BHD on 21 March 2018?,65.10,D · agent,65.10,True,,1185,0.003456
lo0037,single,lookup,date,When was the PERNIAGAAN ZHENG HUI receipt for 436.20 issued?,09/02/2018,D · agent,2018-02-09,True,,1290,0.003448
lo0038,single,lookup,address,What is the address on the FIVE STAR CASH & CARRY receipt from 05 January 2017?,"G.23 & G.22, PLAZA SERI SETIA, NO.1 JALAN SS 9/1, 47300 PJ, SELANGOR.",D · agent,"G.23 & G.22, Plaza Seri Setia, No.1 Jalan SS 9/1, 47300 PJ, Selangor.",True,,2045,0.003692
lo0039,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 26 September 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",D · agent,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor.",True,,1855,0.003688
lo0040,single,lookup,total,How much was the receipt from BOOK TALK (MUTIARA RINI) SDN BHD on 21 June 2018?,9.30,D · agent,9.30,True,,1356,0.00354
lo0041,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 05 April 2018?,6.90,D · agent,6.90,True,,1217,0.00354
lo0042,single,lookup,address,What is the address on the ANEKA INTERTRADE MARKETING SDN BHD receipt from 19 June 2017?,"150B, JALAN TUDM,KG BARU SUBANG 40150 SHAH ALAM, SELANGOR DARUL EHSAN, MALAYSIA.",D · agent,"150B, Jalan TUDM,Kg Baru Subang 40150 Shah Alam, Selangor Darul Ehsan, Malaysia",True,,2004,0.003812
lo0043,single,lookup,total,How much was the receipt from KEDAI UBAT & RUNCIT HONG NING SDN. BHD. on 21 December 2016?,8.00,D · agent,8.00,True,,1436,0.003588
lo0044,single,lookup,address,What is the address on the 99 SPEED MART S/B receipt from 19 October 2016?,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1558-TMN PUSAT KEPONG",D · agent,"LOT P.T. 33198, BATU 4 JALAN KAPAR, MUKIM KAPAR 42100 KLANG, SELANGOR 1558-TMN PUSAT KEPONG",True,,2234,0.003752
lo0045,single,lookup,total,How much was the receipt from SANYU STATIONERY SHOP on 24 September 2017?,8.70,D · agent,8.70,True,,1183,0.003472
lo0046,single,lookup,total,How much was the receipt from VIVOPAC MARKETING SDN BHD on 13 September 2017?,52.45,D · agent,52.45,True,,1253,0.003484
lo0047,single,lookup,total,How much was the receipt from RESTORAN WAN SHENG on 21 March 2018?,4.80,D · agent,4.80,True,,1148,0.003468
lo0048,single,lookup,address,What is the address on the UNIHAKKA INTERNATIONAL SDN BHD receipt from 13 June 2018?,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR",D · agent,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru,Johor",True,,1992,0.003756
lo0049,single,lookup,address,What is the address on the SEN LEE HEONG RESTAURANT receipt from 12 January 2018?,"G-0-1 ,M.AVENUE NO.1 ,JLN 1/38A, SEGAMBUT BAHAGIA,51200, K.LUMPUL",D · agent,"G-0-1,M.AVENUE NO.1,JLN 1/38A, SEGAMBUT BAHAGIA,51200,K.LUMPUL",True,,1973,0.00368
lo0050,single,lookup,total,How much was the receipt from 99 SPEED MART S/B on 31 March 2018?,4.00,D · agent,4.00,True,,1124,0.003468
lo0051,single,lookup,address,What is the address on the THE TOAST F&B SDN BHD receipt from 19 May 2018?,"LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750,JOHOR BAHRU JOHOR",D · agent,"LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750,JOHOR BAHRU JOHOR",True,,1950,0.003708
lo0052,single,lookup,address,What is the address on the 118 MJ MOOKATA HOUSE receipt from 11 June 2018?,"NO.7G,JALAN PERMAS 11, BANDAR BARU PERMAS JAYA, 81750 MASAI, JOHOR.",D · agent,"NO.7G, Jalan Permas 11, Bandar Baru Permas Jaya, 81750 Masai, Johor.",True,,1706,0.003676
lo0053,single,lookup,total,How much was the receipt from PETRON BKT LANJAN SB on 01 February 2018?,4.90,D · agent,4.90,True,,1174,0.0035
lo0054,single,lookup,date,When was the UNIPHARM PHARMACY receipt for 24.90 issued?,05/04/2018,D · agent,05/04/2018,True,,1093,0.003392
lo0055,single,lookup,total,How much was the receipt from KEDAI PAPAN YEW CHUAN on 12 March 2018?,283.55,D · agent,283.55,True,,1269,0.003468
lo0056,single,lookup,address,What is the address on the AEON CO. (M) BHD receipt from 12 April 2018?,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",D · agent,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",True,,1974,0.0037
lo0057,single,lookup,total,How much was the receipt from BEMED (SP) SDN. BHD. on 01 April 2017?,165.00,D · agent,165.00,True,,1229,0.003488
lo0058,single,lookup,address,What is the address on the GERBANG ALAF RESTAURANTS SDN BHD receipt from 26 May 2018?,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR",D · agent,"Level 6, Bangunan TH, Damansara Uptown3 No.3, Jalan SS21/39, 47400 Petaling Jaya Selangor",True,,2070,0.00384
lo0059,single,lookup,date,When was the OLIVE9 PHARMACY SDN BHD receipt for 12.15 issued?,31/03/2017,D · agent,2017-03-31,True,,1226,0.003436
lo0060,single,lookup,address,What is the address on the CPI ROCKU SDN. BHD. receipt from 19 February 2018?,"LOT F355/356/357, FIRST FLOOR, RAINFOREST, 1 UTAMA SHOPPING CENTRE, LEBUH BANDAR UTAMA, 47800 PETALING JAYA",D · agent,"LOT F355/356/357,FIRST FLOOR, RAINFOREST,1 UTAMA SHOPPING CENTRE, LEBUH BANDAR UTAMA, 47800 PETALING JAYA",True,,2247,0.003816
lo0061,single,lookup,total,How much was the receipt from TRIPLE SIX POINT ENTERPRISE 666 on 22 March 2018?,22.60,D · agent,22.60,True,,1307,0.00352
lo0062,single,lookup,address,What is the address on the RESTAURANT JIAWEI JIAWEI HOUSE receipt from 23 February 2018?,"13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMAI SG BESI",D · agent,"13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMAI SG BESI 57000 KL",True,,1916,0.0037
lo0063,single,lookup,date,When was the MR. D.I.Y. (M) SDN BHD receipt for 59.20 issued?,10/01/2016,D · agent,2016-01-10,True,,1327,0.003484
lo0064,single,lookup,total,How much was the receipt from PAPPARICH BMC on 29 June 2018?,46.90,D · agent,46.89,True,,1101,0.00344
lo0065,single,lookup,total,How much was the receipt from SUPER SEVEN CASH & CARRY SDN BHD on 01 February 2018?,42.10,D · agent,42.10,True,,1283,0.003572
lo0066,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 23 July 2017?,26.58,D · agent,26.58,True,,1304,0.00352
lo0067,single,lookup,total,How much was the receipt from 99 SPEED MART S/B on 07 February 2017?,37.45,D · agent,37.45,True,,1165,0.003468
lo0068,single,lookup,address,What is the address on the ECONSAVE CASH & CARRY (FC) S/B receipt from 22 March 2018?,"LOT GO1, KL FESTIVAL CITY, NO. 67 JIN IBU KOTA TMN DANAU KOTA, KL",D · agent,NOT_FOUND,False,,1276,0.00342
lo0069,single,lookup,total,How much was the receipt from YONG TAT HARDWARE TRADING on 13 March 2018?,72.00,D · agent,72.00,True,,1253,0.003504
lo0070,single,lookup,total,How much was the receipt from MUN HENG ELECTRICAL & HARDWARE SUPPLY on 01 February 2018?,7.00,D · agent,7.00,True,,1261,0.003608
lo0071,single,lookup,date,When was the MR. D.I.Y. (KUCHAI) SDN BHD receipt for 26.40 issued?,01/02/2016,D · agent,2016-02-01,True,,1340,0.003516
lo0072,single,lookup,total,How much was the receipt from BECON ENTERPRISE SDN BHD on 13 November 2017?,270.10,D · agent,NOT_FOUND,False,,1145,0.003376
lo0073,single,lookup,date,When was the BENS INDEPENDENT GROCER SDN. BHD receipt for 81.00 issued?,08/03/2018,D · agent,2018-03-08,True,,1273,0.00352
lo0074,single,lookup,total,How much was the receipt from SEGI CASH & CARRY SDN.BHD on 06 February 2017?,27.00,D · agent,27.00,True,,1270,0.0035
lo0075,single,lookup,date,When was the 99 SPEED MART S/B receipt for 98.90 issued?,28/01/2018,D · agent,2018-01-28,True,,1162,0.003452
lo0076,single,lookup,total,How much was the receipt from PASARAYA BORONG PINTAR SDN BHD on 09 March 2018?,10.40,D · agent,10.40,True,,1361,0.003532
lo0077,single,lookup,address,What is the address on the GERBANG ALAF RESTAURANTS SDN BHD receipt from 27 April 2018?,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR",D · agent,"Level 6, Bangunan TH, Damansara Uptown3 No.3, Jalan SS21/39, 47400 Petaling Jaya Selangor",True,,2091,0.003844
lo0078,single,lookup,total,How much was the receipt from BEMED (SP) SDN. BHD. on 20 January 2017?,203.00,D · agent,203.00,True,,1277,0.003496
lo0079,single,lookup,total,How much was the receipt from ROYALTEA on 09 May 2018?,10.90,D · agent,10.90,True,,1130,0.0034
lo0080,single,lookup,date,When was the SYARIKAT PERNIAGAAN GIN KEE receipt for 190.80 issued?,25/01/2018,D · agent,2018-01-25,True,,1306,0.003476
lo0081,single,lookup,total,How much was the receipt from PELITA SAMUDRA PERTAMA (M) SDN BHD. on 03 June 2018?,61.70,D · agent,61.70,True,,1418,0.003556
lo0082,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 31 August 2017?,1.52,D · agent,1.52,True,,1261,0.003524
lo0083,single,lookup,date,When was the KEDAI UBAT & RUNCIT HONG NING SDN. BHD. receipt for 676.00 issued?,02/02/2016,D · agent,2016-02-02,True,,1406,0.003564
lo0084,single,lookup,total,How much was the receipt from SANYU STATIONERY SHOP on 16 December 2017?,8.70,D · agent,8.70,True,,1118,0.003468
lo0085,single,lookup,address,What is the address on the SUPER NINETY NINE SDN.BHD. receipt from 31 May 2018?,"NO.3343, GROUND FLOOR, JALAN 18/32, TAMAN SRI SERDANG, 43300 SERI KEMBANGAN,",D · agent,"No.3343, Ground Floor, Jalan 18/32, Taman Sri Serdang, 43300 Seri Kembangan,",True,,1895,0.00374
lo0086,single,lookup,total,How much was the receipt from THONG RECIPE on 27 June 2018?,58.70,D · agent,58.70,True,,1059,0.003424
lo0087,single,lookup,total,How much was the receipt from YHM AEON TEBRAU CITY on 11 March 2018?,49.70,D · agent,49.70,True,,1217,0.003508
lo0088,single,lookup,address,What is the address on the HON HWA HARDWARE TRADING receipt from 11 February 2017?,"NO 37, JALAN MANIS 7, TAMAN SEGAR, 56100 CHERAS, KUALA LUMPUR.",D · agent,"NO 37, JALAN MANIS 7, TAMAN SEGAR, 56100 CHERAS, KUALA LUMPUR.",True,,1833,0.003696
lo0089,single,lookup,date,When was the UNIHAKKA INTERNATIONAL SDN BHD receipt for 7.80 issued?,11/05/2018,D · agent,2018-05-11,True,,1236,0.003512
lo0090,single,lookup,total,How much was the receipt from BEMED (SP) SDN BHD. on 27 March 2018?,308.70,D · agent,308.70,True,,1392,0.003472
lo0091,single,lookup,address,What is the address on the SKL DAMANSARA ENTERPRISE receipt from 28 July 2017?,"69G, JALAN SS21/60, DAMANSARA UTAMA, 47400 PETALING JAYA, SELANGOR.",D · agent,"69G, JALAN SS21/60, DAMANSARA UTAMA, 47400 PETALING JAYA, SELANGOR.",True,,1987,0.003704
lo0092,single,lookup,date,When was the GARDENIA BAKERIES (KL) SDN BHD receipt for 55.14 issued?,20/08/2017,D · agent,2017-08-20,True,,1321,0.0035
lo0093,single,lookup,address,What is the address on the SANYU STATIONERY SHOP receipt from 23 November 2017?,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",D · agent,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",True,,1793,0.00364
lo0094,single,lookup,total,How much was the receipt from SIN LIANHAP SDN BHD on 05 February 2018?,7.30,D · agent,7.30,True,,1201,0.003464
lo0095,single,lookup,address,What is the address on the EXQUISITE GARDEN SDN BHD receipt from 03 June 2018?,"LOT NO R134,GIANT HYPERMARKET PLENTONG NO3, JALAN MASAI LAMA 81750 MASAI. JAHOR BAHRU",D · agent,"LOT NO R134,Giant Hypermarket Plentong No3, Jalan Masai Lama 81750 Masai. Johor Bahru",False,,2205,0.003768
lo0096,single,lookup,total,How much was the receipt from MY MYDIN SDN BHD on 15 January 2018?,5.50,D · agent,NOT_FOUND,False,,1104,0.00332
lo0097,single,lookup,address,What is the address on the RESTORAN WAN SHENG receipt from 17 March 2018?,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",D · agent,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",True,,2059,0.003724
lo0098,single,lookup,address,What is the address on the KOH SENG HARDWARE receipt from 01 February 2018?,"NO. 939, BATU LIMA, JALAN IPOH, 51200 KUALA LUMPUR.",D · agent,"NO. 939, BATU LIMA, JALAN IPOH, 51200 KUALA LUMPUR.",True,,1781,0.003592
lo0099,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 11 October 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",D · agent,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor.",True,,1825,0.003684
lo0100,single,lookup,address,What is the address on the YIN MA (M) SDN.BHD. receipt from 31 January 2016?,"NO.2, JALAN UDANG SIAR 2, TAMAN SRI SEGAMBUT, 52000 KUALA LUMPUR.",D · agent,"NO.2, JALAN UDANG SIAR 2, TAMAN SRI SEGAMBUT, 52000 KUALA LUMPUR.",True,,1878,0.003648
lo0101,single,lookup,address,What is the address on the UROKO JAPANESE CUISINE SDN BHD receipt from 20 March 2018?,"22A-1, JALAN 17/54, SECTION 17, 46400 PETALING JAYA, SELANGOR.",D · agent,"22A-1, JALAN 17/54, SECTION 17, 46400 PETALING JAYA, SELANGOR.",True,,1980,0.003724
lo0102,single,lookup,address,What is the address on the SWC ENTERPRISE SDN BHD receipt from 02 January 2018?,"8 & 10, JALAN IJOK PERMAI 1, PUSAT NIAGA IJOK PERMAI, 48000 IJOK, SELANGOR.",D · agent,"8 & 10, Jalan Ijok Permai 1, Pusat Niaga Ijok Permai, 48000 Ijok, Selangor.",True,,1962,0.00372
lo0103,single,lookup,address,What is the address on the VIVOPAC MARKETING SDN BHD receipt from 17 January 2017?,14 JALAN MANIS 4 TAMAN SEGAR 56100 KL,D · agent,14 JALAN MANIS 4 TAMAN SEGAR 56100 KL,True,,1579,0.003588
lo0104,single,lookup,total,How much was the receipt from GERBANG ALAF RESTAURANTS SDN BHD on 18 January 2018?,38.90,D · agent,38.90,True,,1275,0.00358
lo0105,single,lookup,address,What is the address on the MOONLIGHT CAKE HOUSE SDN BHD receipt from 07 June 2018?,"NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.",D · agent,"NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.",True,,2530,0.003764
lo0106,single,lookup,address,What is the address on the DEWINA HOST SDN BHD receipt from 27 March 2018?,"LOT SATMZ 23, MEZZANINE LEVEL SATELLITE BUILDING KUALA LUMPUR INTERNATIONAL AIRPORT",D · agent,NOT_FOUND,False,,1167,0.00334
lo0107,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 02 September 2017?,48.57,D · agent,48.57,True,,1312,0.003532
lo0108,single,lookup,total,How much was the receipt from POPULAR BOOK CO. (M) SDN BHD on 20 August 2017?,5.05,D · agent,5.05,True,,1250,0.003528
lo0109,single,lookup,address,What is the address on the MR. D.I.Y. (M) SDN BHD receipt from 06 May 2016?,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",D · agent,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,,2338,0.003792
lo0110,single,lookup,date,When was the UNIHAKKA INTERNATIONAL SDN BHD receipt for 6.60 issued?,20/03/2018,D · agent,20/03/2018,True,,1196,0.003892
lo0111,single,lookup,total,How much was the receipt from PASAR MINI JIN SENG on 03 March 2018?,33.80,D · agent,33.80,True,,1182,0.003456
lo0112,single,lookup,total,How much was the receipt from MR. D.I.Y. (M) SDN BHD on 22 April 2018?,27.20,D · agent,27.20,True,,2234,0.003508
lo0113,single,lookup,date,When was the MODERN DEPOT SDN BHD receipt for 150.00 issued?,04/12/2016,D · agent,2016-12-04,True,,1187,0.003444
lo0114,single,lookup,total,How much was the receipt from TEO HENG STATIONERY & BOOKS on 15 March 2018?,127.20,D · agent,127.20,True,,1264,0.00352
lo0115,single,lookup,address,What is the address on the CROSS CHANNEL NETWORK SDN. BHD. receipt from 29 January 2018?,"47, JALAN MERANTI 1, SEK. 3, BANDAR UTAMA BATANG KALI, 44300 BATANG KALI, SELANGOR.",D · agent,"47, JALAN MERANTI 1, SEK. 3, BANDAR UTAMA BATANG KALI, 44300 BATANG KALI, SELANGOR.",True,,2109,0.003812
lo0116,single,lookup,address,What is the address on the MR. D.I.Y. (M) SDN BHD receipt from 21 March 2018?,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",D · agent,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR",True,,2339,0.0038
lo0117,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 07 March 2018?,8.20,D · agent,8.20,True,,1217,0.00354
lo0118,single,lookup,address,What is the address on the NSK TRADE CITY-SELAYANG receipt from 27 October 2017?,LOT 4674 & 4675 SELAYANG BATU 8 JALAN IPOH 68100 BATU CAVES,D · agent,LOT 4674 & 4675 SELAYANG BATU 8 JALAN IPOH 68100 BATU CAVES,True,,1881,0.00366
lo0119,single,lookup,address,What is the address on the KEDAI UBAT & RUNCIT HONG NING SDN. BHD. receipt from 24 December 2016?,"NO.8,JALAN LANG KUNING, KEPONG BARU, 52100 KUALA LUMPUR",D · agent,"NO.8,JALAN LANG KUNING, KEPONG BARU, 52100 KUALA LUMPUR",True,,1962,0.00376
lo0120,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 04 May 2018?,6.60,D · agent,6.60,True,,1254,0.003536
lo0121,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 29 August 2017?,37.90,D · agent,37.90,True,,1282,0.003524
lo0122,single,lookup,date,When was the ROYALTEA receipt for 13.10 issued?,02/06/2018,D · agent,2018-06-02,True,,1074,0.003372
lo0123,single,lookup,address,What is the address on the GARDENIA BAKERIES (KL) SDN BHD receipt from 01 September 2017?,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",D · agent,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR.",True,,1815,0.003688
lo0124,single,lookup,address,What is the address on the SYARIKAT KAM LAI SEONG SDN BHD receipt from 08 March 2018?,"NO. 1442, JALAN SK 11/5, SERI KEMBANGAN 43300 SELANGOR",D · agent,"NO. 1442, JALAN SK 11/5, SERI KEMBANGAN 43300 SELANGOR",True,,1852,0.003684
lo0125,single,lookup,address,What is the address on the KEDAI BUKU NEW ACHEIVERS receipt from 28 December 2017?,"NO. 12 & 14, JALAN JINJANG 27/54 TAMAN ALAM MEGAH, SEKSYEN 27 40400 SHAH ALAM, SELANGOR D. E.",D · agent,"NO. 12 & 14, JALAN JINJANG 27/54 TAMAN ALAM MEGAH, SEKSYEN 27 40400 SHAH ALAM, SELANGOR D.E.",True,,2254,0.003808
lo0126,single,lookup,address,What is the address on the GUARDIAN HEALTH AND BEAUTY SDN BHD receipt from 01 January 2018?,"SOLARIS MOUNT KIARA NO.8 & 10, GF SOLARIS MOUNT KUARA JLN SOLARIS 5",D · agent,"NO.8 & 10, GF SOLARIS MOUNT KUARA JLN SOLARIS 5",True,,1787,0.003692
lo0127,single,lookup,address,What is the address on the FLORISM DE ART receipt from 14 January 2018?,"LOT 2.70.00,LEVEL 2, PAVILION KUALA LUMPUR, 168, JALAN BUKIT BINTANG, 55100 KUALA LUMPUR, MALAYSIA.",D · agent,"LOT 2.70.00, LEVEL 2, PAVILION KUALA LUMPUR, 168, JALAN BUKIT BINTANG, 55100 KUALA LUMPUR, MALAYSIA.",True,,2238,0.003764
lo0128,single,lookup,date,When was the RESTORAN WAN SHENG receipt for 2.30 issued?,27/06/2018,D · agent,2018-06-27,True,,1142,0.00344
lo0129,single,lookup,total,How much was the receipt from CHOP YEW LIAN on 23 March 2017?,30.00,D · agent,30.00,True,,1239,0.003412
lo0130,single,lookup,total,How much was the receipt from RESTORAN WAN SHENG on 07 March 2018?,4.80,D · agent,4.80,True,,1150,0.003468
lo0131,single,lookup,total,How much was the receipt from UNIHAKKA INTERNATIONAL SDN BHD on 14 June 2018?,10.15,D · agent,10.15,True,,1248,0.00354
lo0132,single,lookup,total,How much was the receipt from MR. D.I.Y. (M) SDN BHD on 14 April 2018?,5.00,D · agent,5.00,True,,1277,0.003508
lo0133,single,lookup,total,How much was the receipt from GARDENIA BAKERIES (KL) SDN BHD on 02 October 2017?,35.58,D · agent,35.58,True,,1293,0.003524
lo0134,single,lookup,total,How much was the receipt from GRAND COMPANIONS SDN BHD on 03 March 2019?,269.40,D · agent,NOT_FOUND,False,,1178,0.003368
lo0135,single,lookup,address,What is the address on the GREAT ZONE HOUSEHOLD CENTRE SDN BHD receipt from 18 February 2018?,"60 & 62. JALAN CIKU, 86000,KLUANG",D · agent,NOT_FOUND,False,,1252,0.00346
